leg,joint,cmd_delta_rad,act_delta_rad
near,3,0.000329341,0.000020266
near,3,-0.000230537,0.000037670
near,3,0.000282936,0.000025511
near,3,-0.000211499,0.000032187
near,3,0.000001212,0.000030279
near,3,-0.000129081,0.000013828
near,3,0.000010543,0.000010729
near,3,0.000298404,0.000014305
near,3,-0.000300057,0.000026226
near,3,0.000250945,0.000010729
near,3,-0.000235012,0.000018597
near,3,0.000264505,0.000008821
near,3,-0.000405045,0.000018120
near,3,0.000444555,-0.000004292
near,3,-0.000410287,0.000020742
near,3,0.000447984,-0.000002861
near,3,-0.000409684,0.000021219
near,3,0.000463060,-0.000000954
near,3,-0.000433445,0.000023842
near,3,0.000390825,-0.000000477
near,3,-0.000372319,0.000018597
near,3,0.000252697,-0.000000477
near,3,-0.000236643,0.000007868
near,3,0.000127702,0.000000238
near,3,-0.000106763,-0.000001192
near,3,0.000060039,0.000002384
near,3,-0.000029077,-0.000005245
near,3,0.000009941,0.000004292
near,3,0.000049858,-0.000006199
near,3,-0.000068427,0.000010014
near,3,0.000133544,-0.000008583
near,3,-0.000116095,0.000015020
near,3,0.000197827,-0.000007629
near,3,-0.000144757,0.000020504
near,3,0.000170609,-0.000005484
near,3,-0.000135857,0.000021458
near,3,0.000173966,-0.000004530
near,3,-0.000141601,0.000023603
near,3,0.000175731,-0.000003338
near,3,-0.000075947,0.000024319
near,3,0.000111764,0.000002623
near,3,0.000065193,0.000025511
near,3,-0.000050737,0.000014305
near,3,0.000118700,0.000024319
near,3,-0.000096094,0.000018597
near,3,0.000102168,0.000019073
near,3,-0.000092257,0.000017643
near,3,0.000055740,0.000015974
near,3,-0.000118041,0.000012159
near,3,0.000040214,0.000008821
near,3,-0.000063191,0.000004292
near,3,0.000040482,0.000005960
near,3,-0.000044649,0.000001669
near,3,0.000053187,0.000005007
near,3,-0.000097561,0.000002384
near,3,0.000108768,0.000000715
near,3,-0.000105232,0.000002861
near,3,0.000116865,0.000000715
near,3,-0.000134371,0.000004053
near,3,0.000146898,-0.000000715
near,3,-0.000158581,0.000004768
near,3,0.000274952,-0.000001669
near,3,-0.000263080,0.000014067
near,3,0.000429074,-0.000003338
near,3,-0.000430508,0.000026941
near,3,0.000425719,-0.000005245
near,3,-0.000417444,0.000024796
near,3,0.000126822,-0.000005960
near,3,-0.000133174,0.000000238
near,3,0.000097874,-0.000005722
near,3,-0.000093662,-0.000002384
near,3,0.000078107,-0.000004530
near,3,-0.000069277,-0.000002623
near,3,0.000305978,-0.000002861
near,3,-0.000317800,0.000016928
near,3,0.000316552,-0.000005484
near,3,-0.000310493,0.000016451
near,3,0.000302725,-0.000006437
near,3,-0.000292054,0.000014782
near,3,0.000275800,-0.000006199
near,3,-0.000265156,0.000013113
near,3,0.000233613,-0.000005722
near,3,-0.000228589,0.000009775
near,3,0.000202600,-0.000005722
near,3,-0.000198579,0.000007629
near,3,0.000183428,-0.000005484
near,3,-0.000178940,0.000006199
near,3,0.000158370,-0.000005245
near,3,-0.000160029,0.000004530
near,3,0.000149536,-0.000005722
near,3,-0.000147926,0.000004768
near,3,0.000144713,-0.000005960
near,3,-0.000135791,0.000004530
near,3,0.000133334,-0.000004768
near,3,-0.000129810,0.000004053
near,3,0.000129832,-0.000005245
near,3,0.000067483,0.000004292
near,3,-0.000075755,0.000010967
near,3,-0.000267146,0.000002384
near,3,-0.000043020,-0.000021696
near,3,-0.000112980,-0.000022411
near,3,0.000125641,-0.000034809
near,3,0.000390379,-0.000023603
near,3,-0.000222494,0.000013590
near,3,0.000310273,-0.000002623
near,3,-0.000225908,0.000023603
near,3,-0.000296823,-0.000004768
near,3,-0.000050991,-0.000019312
near,3,0.000342270,-0.000027895
near,3,0.000012477,-0.000001431
near,3,0.000126560,0.000002623
near,3,-0.000012604,0.000005722
near,3,-0.000136213,0.000019312
near,3,0.000233959,-0.000005007
near,3,0.000070667,0.000012636
near,3,0.000013345,0.000029087
near,3,-0.000012484,0.000015020
near,3,-0.000149355,0.000024796
near,3,0.000002856,-0.000000715
near,3,-0.000040752,0.000011921
near,3,0.000124415,-0.000001431
near,3,0.000179680,0.000004292
near,3,0.000015214,0.000033379
near,3,-0.000124874,0.000024796
near,3,-0.000063291,0.000026703
near,3,0.000247835,0.000005484
near,3,0.000073630,0.000027180
near,3,-0.000178061,0.000027895
near,3,0.000058719,0.000012875
near,3,0.000181212,0.000022888
near,3,0.000023623,0.000035286
near,3,0.000160892,0.000025272
near,3,-0.000112227,0.000048161
near,3,0.000148275,0.000019073
near,3,-0.000194454,0.000045300
near,3,0.000010965,0.000013113
near,3,0.000037231,0.000025511
near,3,-0.000145769,0.000018597
near,3,0.000150810,-0.000000477
near,3,-0.000110793,0.000025749
near,3,0.000250948,0.000006437
near,3,-0.000015247,0.000020981
near,3,0.000063328,0.000032187
near,3,0.000121107,0.000023603
near,3,-0.000234741,0.000044107
near,3,0.000169687,0.000007391
near,3,-0.000083771,0.000030041
near,3,0.000118333,0.000013828
near,3,-0.000359277,0.000029087
near,3,0.000111221,-0.000010967
near,3,0.000010650,0.000008345
near,3,0.000262456,0.000000238
near,3,-0.000357209,0.000029325
near,3,0.000334524,-0.000011444
near,3,-0.000070137,0.000027418
near,3,0.000124586,0.000010252
near,3,-0.000250957,0.000027180
near,3,0.000013392,-0.000006199
near,3,-0.000083696,0.000009298
near,3,0.000329895,-0.000008106
near,3,-0.000146680,0.000025749
near,3,0.000032036,0.000002146
near,3,-0.000070775,0.000015736
near,3,0.000157668,0.000000238
near,3,-0.000210480,0.000019789
near,3,0.000211598,-0.000007629
near,3,-0.000309369,0.000020742
near,3,0.000233502,-0.000013113
near,3,-0.000090551,0.000012398
near,3,0.000050906,-0.000004292
near,3,-0.000037437,0.000008583
near,3,0.000091796,-0.000000715
near,3,-0.000229775,0.000011683
near,3,0.000323587,-0.000016212
near,3,-0.000339006,0.000021935
near,3,0.000115519,-0.000014305
near,3,0.000078572,0.000000715
near,3,-0.000087645,-0.000005245
near,3,0.000002405,0.000005722
near,3,0.000249301,-0.000012398
near,3,-0.000247213,0.000027418
near,3,0.000260981,-0.000013828
near,3,-0.000245569,0.000027418
near,3,0.000190209,-0.000011206
near,3,-0.000144231,0.000019550
near,3,0.000215814,-0.000010014
near,3,-0.000258519,0.000025988
near,3,0.000253973,-0.000013590
near,3,-0.000259565,0.000024557
near,3,0.000259011,-0.000015736
near,3,-0.000249331,0.000024080
near,3,0.000113838,-0.000013828
near,3,-0.000091149,0.000010729
near,3,0.000241289,-0.000013113
near,3,-0.000266712,0.000024080
near,3,0.000200938,-0.000015497
near,3,-0.000191913,0.000017881
near,3,0.000256779,-0.000016451
near,3,-0.000261481,0.000023603
near,3,0.000114267,-0.000014782
near,3,-0.000040302,0.000008821
near,3,0.000186547,-0.000011206
near,3,-0.000251255,0.000022650
near,3,0.000101213,-0.000013828
near,3,0.000288684,0.000008106
near,3,-0.000129949,0.000015259
near,3,-0.000236136,0.000018835
near,3,0.000186777,-0.000013351
near,3,-0.000171275,0.000013590
near,3,0.000203665,-0.000015497
near,3,-0.000209265,0.000019550
near,3,-0.000058256,-0.000011206
near,3,0.000134677,-0.000006914
near,3,-0.000119922,-0.000004053
near,3,0.000106473,-0.000005484
near,3,0.000093621,-0.000004530
near,3,-0.000130635,0.000011206
near,3,0.000134811,-0.000007391
near,3,-0.000138565,0.000010967
near,3,0.000042288,-0.000009537
near,3,-0.000049163,0.000004530
near,3,0.000122637,-0.000010967
near,3,-0.000121206,0.000012875
near,3,0.000188842,-0.000012875
near,3,-0.000310135,0.000019789
near,3,0.000301609,-0.000022173
near,3,-0.000165228,0.000017881
near,3,0.000181864,-0.000012398
near,3,-0.000145936,0.000020027
near,3,0.000003412,-0.000008106
near,3,-0.000073348,0.000005722
near,3,0.000204170,-0.000015020
near,3,-0.000113944,0.000017881
near,3,0.000134636,-0.000008345
near,3,-0.000322578,0.000018597
near,3,0.000294063,-0.000022173
near,3,-0.000130570,0.000016212
near,3,0.000145774,-0.000010252
near,3,-0.000185702,0.000017166
near,3,0.000184792,-0.000013590
near,3,-0.000191579,0.000017643
near,3,0.000201870,-0.000016212
near,3,-0.000190400,0.000018835
near,3,0.000040176,-0.000011206
near,3,-0.000082180,0.000003338
near,3,0.000219492,-0.000017405
near,3,-0.000241363,0.000018597
near,3,0.000224937,-0.000016689
near,4,-0.000046386,-0.000179611
near,4,-0.000144528,-0.000481544
near,4,-0.000070968,-0.000201836
near,4,-0.000146194,-0.000239162
near,4,0.000038601,-0.000142202
near,4,-0.000128402,-0.000080736
near,4,0.000088157,0.000053039
near,4,-0.000219233,-0.000125031
near,4,0.000032140,0.000035089
near,4,-0.000180568,-0.000108181
near,4,0.000027915,0.000045862
near,4,-0.000070406,-0.000117703
near,4,-0.000012754,0.000057173
near,4,-0.000006340,-0.000115032
near,4,-0.000014693,0.000066693
near,4,0.000006637,-0.000119851
near,4,0.000026220,0.000058447
near,4,0.000000236,-0.000101750
near,4,-0.000064606,0.000090536
near,4,0.000034039,-0.000125828
near,4,0.000033322,0.000055097
near,4,-0.000002939,-0.000094065
near,4,-0.000079159,0.000098663
near,4,0.000052953,-0.000125022
near,4,-0.000006212,0.000053238
near,4,-0.000002252,-0.000090981
near,4,-0.000060187,0.000093674
near,4,0.000034370,-0.000116203
near,4,-0.000071172,0.000057680
near,4,0.000002124,-0.000087526
near,4,-0.000027622,0.000091507
near,4,0.000005693,-0.000117663
near,4,-0.000048330,0.000052144
near,4,0.000054924,-0.000086250
near,4,-0.000103128,0.000077341
near,4,0.000092829,-0.000104967
near,4,-0.000121026,0.000057953
near,4,0.000112378,-0.000086982
near,4,-0.000153798,0.000061403
near,4,-0.000283675,-0.000086755
near,4,0.000277451,0.000021493
near,4,-0.000317127,-0.000069126
near,4,0.000255973,0.000071647
near,4,-0.000155648,-0.000117847
near,4,0.000215701,0.000014122
near,4,-0.000269405,-0.000050589
near,4,-0.000151704,-0.000119389
near,4,-0.000047107,-0.000083187
near,4,0.000083066,-0.000124591
near,4,-0.000201878,-0.000134306
near,4,-0.000012468,0.000025305
near,4,0.000279603,-0.000217472
near,4,-0.000327437,0.000175128
near,4,0.000262917,-0.000264068
near,4,-0.000156576,0.000379258
near,4,-0.000211778,-0.000352676
near,4,0.000388359,0.000264413
near,4,-0.000075878,-0.000166704
near,4,-0.000205022,0.000187931
near,4,0.000186527,-0.000117830
near,4,-0.000370074,-0.000163384
near,4,0.000338608,0.000190116
near,4,-0.000398286,-0.000261447
near,4,-0.000003450,0.000134130
near,4,-0.000031662,-0.000162710
near,4,-0.000151125,0.000108646
near,4,0.000141989,-0.000167264
near,4,-0.000181718,0.000134475
near,4,0.000283221,-0.000166804
near,4,-0.000312181,0.000126636
near,4,0.000383674,-0.000162629
near,4,-0.000423412,0.000120341
near,4,0.000377663,-0.000161692
near,4,-0.000421094,0.000117480
near,4,0.000360006,-0.000162330
near,4,-0.000396202,0.000118134
near,4,0.000246937,-0.000163233
near,4,-0.000270879,0.000120884
near,4,0.000144823,-0.000163302
near,4,-0.000141468,0.000114603
near,4,-0.000068576,-0.000158512
near,4,0.000082961,0.000116799
near,4,-0.000242622,-0.000159352
near,4,0.000247110,0.000112495
near,4,-0.000308126,-0.000155402
near,4,0.000211626,0.000116575
near,4,-0.000233532,-0.000159983
near,4,0.000142206,0.000112907
near,4,-0.000172604,-0.000155887
near,4,0.000104977,0.000111893
near,4,-0.000081982,-0.000154894
near,4,0.000030413,0.000115141
near,4,0.000023512,-0.000156866
near,4,-0.000083141,0.000123590
near,4,-0.000105035,-0.000184767
near,4,0.000068001,0.000164829
near,4,-0.000126551,-0.000164353
near,4,0.000075893,0.000133533
near,4,-0.000151965,-0.000163721
near,4,0.000038685,0.000100099
near,4,-0.000073673,-0.000157688
near,4,0.000017622,0.000116264
near,4,0.000029349,-0.000164498
near,4,-0.000072666,0.000130435
near,4,0.000086525,-0.000166426
near,4,-0.000129327,0.000118081
near,4,0.000150093,-0.000166710
near,4,-0.000190856,0.000135280
near,4,0.000177329,-0.000171080
near,4,-0.000205928,0.000130117
near,4,0.000184025,-0.000170266
near,4,-0.000202922,0.000129190
near,4,0.000120596,-0.000170410
near,4,-0.000173791,0.000140149
near,4,0.000207876,-0.000172633
near,4,-0.000231200,0.000128021
near,4,0.000166374,-0.000158564
near,4,-0.000213755,0.000121226
near,4,0.000098628,-0.000161561
near,4,-0.000079355,0.000115273
near,4,-0.000073905,-0.000165937
near,4,0.000098328,0.000118269
near,4,-0.000225454,-0.000164938
near,4,0.000234544,0.000115400
near,4,-0.000061886,-0.000163784
near,4,-0.000067887,0.000150795
near,4,0.000026092,-0.000174922
near,4,-0.000057552,0.000134478
near,4,0.000009691,-0.000169536
near,4,-0.000012483,0.000121724
near,4,-0.000040027,-0.000161466
near,4,0.000024788,0.000115058
near,4,-0.000085502,-0.000160607
near,4,0.000050483,0.000120760
near,4,-0.000105948,-0.000164433
near,4,0.000071969,0.000123639
near,4,-0.000120784,-0.000164296
near,4,0.000087723,0.000122364
near,4,-0.000141074,-0.000167016
near,4,0.000095654,0.000131963
near,4,-0.000143616,-0.000171252
near,4,0.000103439,0.000133959
near,4,-0.000148968,-0.000173579
near,4,0.000121518,0.000125559
near,4,-0.000171653,-0.000168368
near,4,0.000131978,0.000128652
near,4,-0.000183777,-0.000171219
near,4,0.000306731,0.000122903
near,4,-0.000364433,-0.000158008
near,4,-0.002435652,0.000125709
near,4,-0.000194874,-0.000198419
near,4,0.000427192,0.000230514
near,4,-0.000235778,-0.000205947
near,4,0.000334010,0.000405281
near,4,-0.000423189,-0.000400560
near,4,-0.000078677,0.000381530
near,4,0.000056673,-0.000323880
near,4,0.000011136,-0.000125529
near,4,0.000177582,-0.000022563
near,4,-0.000057056,0.000245547
near,4,-0.000027186,-0.000136879
near,4,0.000212076,0.000260069
near,4,-0.000174927,-0.000197943
near,4,-0.000145956,-0.000161170
near,4,0.000124312,0.000300034
near,4,0.000102572,-0.000148673
near,4,-0.000293439,-0.000118750
near,4,0.000120115,0.000264303
near,4,0.000069895,-0.000253819
near,4,0.000330289,0.000307859
near,4,-0.000113573,-0.000241465
near,4,0.000052394,0.000150926
near,4,0.000008606,0.000190245
near,4,-0.000158645,-0.000229943
near,4,0.000157330,0.000200603
near,4,-0.000063356,-0.000367424
near,4,-0.000013128,0.000164571
near,4,-0.000128206,-0.000164833
near,4,0.000265052,0.000136921
near,4,-0.000053816,-0.000152213
near,4,-0.000186798,0.000028826
near,4,-0.000054832,-0.000198158
near,4,-0.000109182,0.000136428
near,4,0.000007595,-0.000157301
near,4,-0.000095169,0.000233919
near,4,0.000266095,-0.000149135
near,4,0.000078688,0.000255043
near,4,-0.000111297,-0.000187450
near,4,0.000177623,0.000107296
near,4,0.000120835,0.000194255
near,4,0.000003432,-0.000150051
near,4,-0.000219981,-0.000050172
near,4,-0.000002169,0.000236657
near,4,0.000101686,-0.000264349
near,4,-0.000134819,0.000195296
near,4,0.000161292,-0.000257992
near,4,0.000045779,0.000180503
near,4,0.000053015,-0.000093407
near,4,-0.000036692,0.000266422
near,4,-0.000038923,-0.000300189
near,4,0.000198979,0.000240135
near,4,-0.000137358,-0.000170148
near,4,0.000035497,0.000253222
near,4,0.000106470,-0.000276216
near,4,-0.000016243,0.000262070
near,4,-0.000080152,-0.000191993
near,4,0.000047395,0.000271652
near,4,-0.000122884,-0.000283479
near,4,0.000272488,0.000255672
near,4,-0.000198671,-0.000180983
near,4,0.000128236,0.000261164
near,4,-0.000221482,-0.000278419
near,4,0.000215038,0.000247065
near,4,-0.000073767,-0.000182215
near,4,0.000216852,0.000272383
near,4,-0.000070009,-0.000277437
near,4,-0.000001064,0.000257718
near,4,0.000163223,-0.000183134
near,4,-0.000086971,0.000263099
near,4,-0.000077563,-0.000278172
near,4,0.000098476,0.000239146
near,4,-0.000135093,-0.000163923
near,4,0.000183853,0.000256819
near,4,0.000058865,-0.000278066
near,4,-0.000056252,0.000262945
near,4,0.000132078,-0.000181229
near,4,-0.000022210,0.000248494
near,4,-0.000379794,-0.000195293
near,4,0.000471173,0.000309618
near,4,-0.000152016,-0.000220947
near,4,0.000098609,0.000307349
near,4,-0.000073366,-0.000263082
near,4,0.000102086,0.000303609
near,4,-0.000055646,-0.000254882
near,4,0.000133490,0.000256093
near,4,-0.000125358,-0.000240307
near,4,0.000107397,0.000304447
near,4,-0.000059362,-0.000260823
near,4,0.000079772,0.000266228
near,4,-0.000057629,-0.000241224
near,4,0.000094727,0.000278028
near,4,-0.000069382,-0.000242615
near,4,0.000074309,0.000248101
near,4,-0.000052810,-0.000231887
near,4,0.000114770,0.000298880
near,4,-0.000068724,-0.000252240
near,4,0.000141952,0.000247597
near,4,-0.000121062,-0.000239319
near,4,0.000103853,0.000300440
near,4,-0.000067815,-0.000250349
near,4,0.000039127,0.000231869
near,4,-0.000019048,-0.000223171
near,4,0.000102563,0.000295994
near,4,-0.000066884,-0.000245674
near,4,0.000035050,0.000219995
near,4,0.000039373,-0.000209779
near,4,0.000070745,0.000281532
near,4,-0.000089559,-0.000228403
near,4,0.000098467,0.000197505
near,4,-0.000075634,-0.000182957
near,4,0.000141527,0.000271310
near,4,-0.000106884,-0.000229854
near,4,0.000165483,0.000178974
near,4,-0.000592932,-0.000127948
near,4,0.000593532,0.000144601
near,4,-0.000169386,-0.000116124
near,4,0.000151561,0.000158797
near,4,-0.000078928,-0.000130606
near,4,0.000113733,0.000159936
near,4,-0.000166338,-0.000138639
near,4,0.000140844,0.000186543
near,4,-0.000128143,-0.000175339
near,4,0.000265991,0.000228892
near,4,-0.000239071,-0.000207938
near,4,0.000200778,0.000249270
near,4,0.000100899,-0.000234396
near,4,-0.000053047,0.000260983
near,4,-0.000122243,-0.000229222
near,4,0.000130744,0.000268898
near,4,-0.000315415,-0.000238891
near,4,0.000318180,0.000213380
near,4,-0.000151008,-0.000195138
near,4,0.000201454,0.000262263
near,4,-0.000181020,-0.000233775
near,4,0.000210195,0.000273628
near,4,-0.000090277,-0.000236534
near,4,0.000156140,0.000233105
near,4,-0.000230779,-0.000218615
near,4,0.000215027,0.000288690
near,4,-0.000140893,-0.000246489
near,4,0.000175004,0.000237957
near,4,-0.000171883,-0.000231093
near,4,0.000201021,0.000286486
near,4,-0.000123042,-0.000234506
near,4,0.000138292,0.000202068
near,4,-0.000051120,-0.000183081
near,4,0.000095553,0.000271400
near,4,-0.000042611,-0.000236982
near,4,0.000105877,0.000226391
near,5,-0.000071982,0.000131845
near,5,-0.000556866,0.000403166
near,5,0.000472304,-0.000300169
near,5,-0.000506763,0.000528574
near,5,0.000179357,-0.000633955
near,5,0.000163926,0.000295162
near,5,-0.000156408,-0.000298023
near,5,0.000414241,0.000403404
near,5,-0.000000157,-0.000435829
near,5,0.000408282,0.000426292
near,5,-0.000075985,-0.000404596
near,5,0.000201727,0.000442266
near,5,0.000042750,-0.000407219
near,5,-0.000010539,0.000451803
near,5,0.000014608,-0.000402927
near,5,-0.000107186,0.000466824
near,5,-0.000093097,-0.000438452
near,5,-0.000158818,0.000410318
near,5,0.000275284,-0.000391722
near,5,-0.000293126,0.000473976
near,5,-0.000246642,-0.000468493
near,5,-0.000186375,0.000382900
near,5,0.000471661,-0.000402927
near,5,-0.000508077,0.000470877
near,5,-0.000124917,-0.000495195
near,5,-0.000326633,0.000379324
near,5,0.000593369,-0.000431776
near,5,-0.000699361,0.000448704
near,5,0.000318858,-0.000507116
near,5,-0.000416045,0.000364065
near,5,0.000684221,-0.000415325
near,5,-0.000728372,0.000449419
near,5,0.000334265,-0.000509501
near,5,-0.000357917,0.000375271
near,5,0.000551108,-0.000428915
near,5,-0.000543389,0.000416994
near,5,0.000359498,-0.000470161
near,5,-0.000309118,0.000378132
near,5,0.000355763,-0.000421286
near,5,0.000557041,0.000378370
near,5,-0.000844712,-0.000375986
near,5,0.000747810,0.000295639
near,5,-0.000559803,-0.000295877
near,5,0.000226542,0.000452042
near,5,-0.000455635,-0.000504971
near,5,0.000512612,0.000309944
near,5,0.000081757,-0.000005484
near,5,0.000010677,0.000450134
near,5,-0.000270401,-0.000148535
near,5,0.000230192,0.000331640
near,5,0.000003177,-0.000016928
near,5,-0.000901200,0.000187397
near,5,0.000910643,-0.000032425
near,5,-0.000924714,-0.000019073
near,5,0.000658241,-0.000202656
near,5,0.000056208,-0.000039816
near,5,0.000361537,-0.000141144
near,5,0.000058525,0.000057220
near,5,-0.000499905,0.000495434
near,5,0.000663052,-0.000480890
near,5,-0.000548977,0.000296116
near,5,0.000601214,-0.000292063
near,5,-0.000593410,0.000306368
near,5,0.001064422,-0.000422239
near,5,-0.001074897,0.000501156
near,5,0.000943407,-0.000571012
near,5,-0.001107648,0.000475407
near,5,0.001007626,-0.000505686
near,5,-0.001163967,0.000468016
near,5,0.001094731,-0.000509977
near,5,-0.000899858,0.000470400
near,5,0.000863282,-0.000505209
near,5,-0.000419525,0.000469923
near,5,0.000373924,-0.000484705
near,5,0.000013294,0.000465393
near,5,-0.000088707,-0.000463724
near,5,0.000251301,0.000456095
near,5,-0.000358931,-0.000445127
near,5,0.000431491,0.000452757
near,5,-0.000648088,-0.000452995
near,5,0.000709166,0.000434637
near,5,-0.000929836,-0.000432968
near,5,0.000873903,0.000415802
near,5,-0.001138729,-0.000432253
near,5,0.000960042,0.000396729
near,5,-0.001037099,-0.000421047
near,5,0.000943638,0.000392199
near,5,-0.001057717,-0.000427008
near,5,0.000972123,0.000388861
near,5,-0.001068662,-0.000431538
near,5,0.000742207,0.000382185
near,5,-0.000812683,-0.000433683
near,5,0.000240893,0.000369787
near,5,-0.000224657,-0.000435829
near,5,-0.000040087,0.000291824
near,5,0.000033726,-0.000368118
near,5,0.000034608,0.000331402
near,5,-0.000010982,-0.000400066
near,5,0.000220916,0.000360012
near,5,0.000035875,-0.000422716
near,5,0.000269824,0.000377417
near,5,-0.000163713,-0.000400066
near,5,0.000251713,0.000371456
near,5,-0.000219666,-0.000381470
near,5,0.000208727,0.000377655
near,5,-0.000045396,-0.000398159
near,5,-0.000000978,0.000381708
near,5,-0.000002674,-0.000385523
near,5,-0.000031204,0.000380516
near,5,0.000098641,-0.000391960
near,5,-0.000138042,0.000384569
near,5,0.000184616,-0.000393629
near,5,-0.000587916,0.000382900
near,5,0.000570383,-0.000402212
near,5,-0.001133072,0.000393152
near,5,0.001164715,-0.000449181
near,5,-0.001111651,0.000411034
near,5,0.001111319,-0.000450611
near,5,-0.000062998,0.000403166
near,5,0.000081895,-0.000386000
near,5,0.000029251,0.000390053
near,5,-0.000055304,-0.000371933
near,5,0.000094389,0.000380278
near,5,-0.000140407,-0.000369310
near,5,-0.000720160,0.000360966
near,5,0.000786682,-0.000386477
near,5,-0.000758337,0.000371218
near,5,0.000753039,-0.000393391
near,5,-0.000698231,0.000386953
near,5,0.000671198,-0.000405073
near,5,-0.000594483,0.000396013
near,5,0.000566132,-0.000410795
near,5,-0.000454376,0.000387669
near,5,0.000444411,-0.000394106
near,5,-0.000358541,0.000375509
near,5,0.000346226,-0.000380278
near,5,-0.000294995,0.000371218
near,5,0.000278829,-0.000374079
near,5,-0.000220586,0.000357151
near,5,0.000226447,-0.000354528
near,5,-0.000198863,0.000349522
near,5,0.000194477,-0.000344992
near,5,-0.000182560,0.000349760
near,5,0.000145921,-0.000350237
near,5,-0.000135191,0.000353098
near,5,0.000124508,-0.000349045
near,5,-0.000120775,0.000356913
near,5,-0.000577163,-0.000355005
near,5,0.000616925,0.000312328
near,5,0.000093623,-0.000338554
near,5,0.000517609,0.000427008
near,5,0.000139937,-0.000168800
near,5,-0.000278885,0.000274658
near,5,-0.001559560,-0.000105381
near,5,0.000739297,-0.000093937
near,5,-0.000738861,0.000367880
near,5,0.000973072,0.000097513
near,5,0.000760853,-0.000264883
near,5,0.000220346,0.000103712
near,5,-0.000682262,0.000618696
near,5,-0.000609251,-0.000542641
near,5,0.000205137,0.000619173
near,5,0.000193851,0.000134945
near,5,0.000144247,-0.000406504
near,5,-0.000261954,0.000579119
near,5,-0.000234099,-0.000025272
near,5,-0.000145995,-0.000210762
near,5,0.000377869,0.000286102
near,5,0.000231026,-0.000381231
near,5,0.000256457,0.000272512
near,5,0.000083337,-0.000101805
near,5,-0.000213948,0.000221252
near,5,-0.000549919,0.000069141
near,5,-0.000003963,-0.000071049
near,5,0.000547613,0.000025034
near,5,0.000211784,-0.000101805
near,5,-0.000846394,0.000008106
near,5,0.000089412,0.000242233
near,5,0.000663623,-0.000048161
near,5,0.000078083,0.000230312
near,5,-0.000749863,-0.000190020
near,5,0.000041944,-0.000006676
near,5,-0.000287772,0.000196695
near,5,0.000162536,-0.000406027
near,5,-0.000117000,0.000338793
near,5,0.000387761,-0.000454426
near,5,0.000211426,0.000206470
near,5,-0.000336906,-0.000297308
near,5,0.000566273,-0.000008821
near,5,-0.000283226,0.000247240
near,5,0.000291746,-0.000180721
near,5,-0.000576681,0.000268698
near,5,0.000154413,0.000036478
near,5,-0.000295749,-0.000193834
near,5,-0.000243710,0.000106573
near,5,0.000517506,-0.000464916
near,5,-0.000316504,0.000257492
near,5,0.000098026,-0.000305653
near,5,-0.000088929,0.000280380
near,5,0.000981111,-0.000386477
near,5,-0.000219753,0.000216961
near,5,-0.000156059,-0.000154972
near,5,-0.000646811,0.000277042
near,5,0.000989666,-0.000365496
near,5,-0.000941046,0.000273228
near,5,0.000067648,-0.000277996
near,5,-0.000127108,0.000276566
near,5,0.000613725,-0.000364065
near,5,0.000185425,0.000259399
near,5,0.000063285,-0.000269175
near,5,-0.000892446,0.000295639
near,5,0.000262649,-0.000345707
near,5,0.000093381,0.000204086
near,5,0.000093414,-0.000213623
near,5,-0.000295059,0.000259638
near,5,0.000491723,-0.000318289
near,5,-0.000538757,0.000233650
near,5,0.000891435,-0.000272036
near,5,-0.000594689,0.000276089
near,5,0.000074926,-0.000282764
near,5,-0.000018676,0.000171900
near,5,0.000022117,-0.000143051
near,5,-0.000087971,0.000240088
near,5,0.000574395,-0.000278234
near,5,-0.000941931,0.000252962
near,5,0.000985385,-0.000283480
near,5,-0.000201087,0.000260592
near,5,-0.000504038,-0.000232697
near,5,0.000485294,0.000198364
near,5,-0.000156125,-0.000173092
near,5,-0.000671739,0.000247240
near,5,0.000684658,-0.000280380
near,5,-0.000683904,0.000282288
near,5,0.000616905,-0.000340700
near,5,-0.000498936,0.000208855
near,5,0.000395145,-0.000178337
near,5,-0.000519247,0.000271082
near,5,0.000661422,-0.000337601
near,5,-0.000665404,0.000274181
near,5,0.000701951,-0.000296116
near,5,-0.000705475,0.000259399
near,5,0.000676107,-0.000283718
near,5,-0.000260308,0.000190496
near,5,0.000213401,-0.000146866
near,5,-0.000636956,0.000256062
near,5,0.000708251,-0.000312328
near,5,-0.000538936,0.000222206
near,5,0.000540710,-0.000197887
near,5,-0.000709509,0.000250340
near,5,0.000703803,-0.000296593
near,5,-0.000285506,0.000169992
near,5,0.000043988,-0.000120401
near,5,-0.000460134,0.000223398
near,5,0.000675235,-0.000285864
near,5,-0.000254241,0.000151873
near,5,-0.001084025,-0.000106812
near,5,0.000651086,0.000151396
near,5,0.000647784,-0.000250816
near,5,-0.000575945,0.000125408
near,5,0.000551247,-0.000096083
near,5,-0.000576122,0.000194311
near,5,0.000581330,-0.000222206
near,5,0.000240712,0.000076771
near,5,-0.000533394,-0.000030994
near,5,0.000466250,0.000053644
near,5,-0.000432078,-0.000036716
near,5,-0.000278847,0.000060558
near,5,0.000426703,-0.000078440
near,5,-0.000432129,0.000072956
near,5,0.000453800,-0.000078201
near,5,-0.000088222,0.000104189
near,5,0.000111802,-0.000087738
near,5,-0.000334851,0.000143528
near,5,0.000336695,-0.000143766
near,5,-0.000530690,0.000186920
near,5,0.000949639,-0.000208378
