leg,joint,cmd_delta_rad,act_delta_rad
hover,4,-0.000044366,-0.000125794
hover,4,0.000004414,0.000015260
hover,4,0.000020303,0.000084887
hover,4,-0.000005356,-0.000006218
hover,4,0.000020588,0.000054577
hover,4,-0.000050514,-0.000162125
hover,4,0.000017489,0.000041545
hover,4,0.000014788,0.000046337
hover,4,-0.000024858,-0.000058430
hover,4,-0.000015245,-0.000157614
hover,4,0.000010631,0.000140917
hover,4,-0.000032294,-0.000197666
hover,4,0.000014737,0.000112014
hover,4,0.000072595,0.000245544
hover,4,-0.000052173,-0.000193997
hover,4,0.000064959,0.000310633
hover,4,-0.000043832,-0.000282040
hover,4,0.000063809,0.000225099
hover,4,-0.000033919,-0.000127410
hover,4,0.000042139,0.000247427
hover,4,-0.000032742,-0.000262638
hover,4,0.000081674,0.000271793
hover,4,-0.000062289,-0.000256309
hover,4,0.000076347,0.000270707
hover,4,-0.000052451,-0.000237487
hover,4,0.000073002,0.000269116
hover,4,0.000001120,-0.000243519
hover,4,0.000018397,0.000269908
hover,4,-0.000003437,-0.000250328
hover,4,0.000023456,0.000273437
hover,4,-0.000016860,-0.000254370
hover,4,0.000037652,0.000275304
hover,4,0.000035300,-0.000132742
hover,4,0.000010037,0.000200154
hover,4,0.000010652,-0.000155505
hover,4,0.000066238,0.000122593
hover,4,-0.000038912,-0.000077897
hover,4,0.000017404,0.000015622
hover,4,-0.000133634,-0.000099164
hover,4,0.000032779,0.000002329
hover,4,0.000085248,0.000069373
hover,4,-0.000078053,-0.000090847
hover,4,0.000163658,0.000273177
hover,4,-0.000103100,-0.000146580
hover,4,-0.000000496,0.000066336
hover,4,0.000091102,-0.000008512
hover,4,-0.000150031,-0.000236166
hover,4,0.000212336,0.000366240
hover,4,-0.000085121,-0.000206158
hover,4,-0.000073404,-0.000010435
hover,4,0.000028700,-0.000100219
hover,4,-0.000050374,0.000051873
hover,4,0.000048445,0.000020110
hover,4,-0.000040234,-0.000008675
hover,4,0.000092566,0.000052652
hover,4,0.000033015,0.000053204
hover,4,0.000003147,-0.000021233
hover,4,0.000018050,0.000001701
hover,4,-0.000007623,0.000064897
hover,4,-0.000028982,-0.000031205
hover,4,0.000047157,0.000172654
hover,4,0.000018258,-0.000157741
hover,4,0.000061941,0.000210447
hover,4,-0.000120220,-0.000178658
hover,4,-0.000022024,-0.000103510
hover,4,0.000040935,0.000067169
hover,4,0.000021550,-0.000000396
hover,4,-0.000168417,-0.000129422
hover,4,0.000109938,0.000046044
hover,4,0.000107945,0.000053520
hover,4,-0.000066062,0.000048217
hover,4,0.000044285,0.000017731
hover,4,-0.000040530,-0.000061341
hover,4,0.000067589,0.000032499
hover,4,0.000022039,0.000031728
hover,4,-0.000036184,0.000033206
hover,4,0.000020553,-0.000088961
hover,4,0.000019848,0.000091703
hover,4,-0.000006331,-0.000083602
hover,4,0.000008438,-0.000014640
hover,4,-0.000047966,-0.000044385
hover,4,0.000068670,0.000140043
hover,4,-0.000028004,-0.000064283
hover,4,0.000086777,0.000156486
hover,4,-0.000046381,-0.000138663
hover,4,0.000079646,0.000204796
hover,4,-0.000072492,-0.000188482
hover,4,-0.000425384,0.000043020
hover,4,0.000418699,-0.000128916
hover,4,-0.000252845,-0.000592689
hover,4,0.000134319,0.000283115
hover,4,-0.000589763,-0.000104348
hover,4,0.000702235,0.000297461
hover,4,0.000049303,0.000357815
hover,4,-0.000464822,-0.000061570
hover,4,0.000512935,-0.000019319
hover,4,-0.000551144,0.000048227
hover,4,0.000127864,0.000025541
hover,4,0.000334379,0.000087223
hover,4,0.000037184,-0.000184081
hover,4,0.000168966,0.000329897
hover,4,-0.000040192,-0.000253467
hover,4,-0.000023915,0.000139105
hover,5,0.000841865,0.000837803
hover,5,0.000145938,0.000837803
hover,5,0.000840338,0.000782967
hover,5,0.000875885,0.000786781
hover,5,0.000916376,0.000794172
hover,5,0.000953348,0.000804424
hover,5,0.001343279,0.000815630
hover,5,0.000927609,0.000858545
hover,5,0.000922548,0.000864029
hover,5,0.000878455,0.000868082
hover,5,0.000723575,0.000868797
hover,5,0.001021172,0.000857830
hover,5,0.000808362,0.000870943
hover,5,0.000858049,0.000865936
hover,5,0.000752807,0.000865221
hover,5,0.001051939,0.000856638
hover,5,0.000779811,0.000872135
hover,5,0.000819103,0.000864744
hover,5,0.000869764,0.000860453
hover,5,0.000855901,0.000861168
hover,5,0.000847100,0.000860453
hover,5,0.000840447,0.000859737
hover,5,0.000839820,0.000858784
hover,5,0.000838468,0.000857115
hover,5,0.000837766,0.000855207
hover,5,0.000840439,0.000854015
hover,5,0.000839283,0.000852823
hover,5,0.000805080,0.000851870
hover,5,0.000547832,0.000847816
hover,5,0.001124449,0.000823736
hover,5,0.000829701,0.000847816
hover,5,0.000820072,0.000846386
hover,5,0.001004270,0.000844479
hover,5,0.000765785,0.000857592
hover,5,0.000765358,0.000850201
hover,5,0.000981231,0.000843287
hover,5,0.000710893,0.000854254
hover,5,0.000795449,0.000843287
hover,5,0.000907403,0.000838757
hover,5,0.000490394,0.000844479
hover,5,0.000960031,0.000815630
hover,5,0.000855018,0.000828028
hover,5,0.000998198,0.000829935
hover,5,0.000919752,0.000843287
hover,5,0.000741824,0.000849962
hover,5,0.000745483,0.000840902
hover,5,0.000819758,0.000833035
hover,5,0.000892890,0.000832081
hover,5,0.000680939,0.000836611
hover,5,0.001136126,0.000824690
hover,5,0.000852507,0.000849962
hover,5,0.000691444,0.000849962
hover,5,0.000810105,0.000836611
hover,5,0.000835527,0.000834703
hover,5,0.000675025,0.000834942
hover,5,0.000937625,0.000822067
hover,5,0.000816233,0.000831366
hover,5,0.000796948,0.000829935
hover,5,0.000800818,0.000827789
hover,5,0.000812797,0.000825405
hover,5,0.000820912,0.000824690
hover,5,0.000826320,0.000823736
hover,5,0.000828040,0.000824213
hover,5,0.000829718,0.000824928
hover,5,0.000833428,0.000825167
hover,5,0.000851057,0.000825644
hover,5,0.000510668,0.000828028
hover,5,0.000803883,0.000802517
hover,5,0.000815846,0.000802517
hover,5,0.000831322,0.000803471
hover,5,0.000848361,0.000806093
hover,5,0.001161373,0.000808954
hover,5,0.000832594,0.000836849
hover,5,0.000830095,0.000836611
hover,5,0.000810220,0.000836372
hover,5,0.000822100,0.000834703
hover,5,0.000793753,0.000833511
hover,5,0.000818281,0.000829935
hover,5,0.000799920,0.000828981
hover,5,0.000893885,0.000827074
hover,5,0.000853581,0.000832081
hover,5,0.000807647,0.000833988
hover,5,0.000931633,0.000831842
hover,5,0.000748314,0.000839710
hover,5,0.000730396,0.000832319
hover,5,0.000814827,0.000824690
hover,5,0.000816717,0.000823021
hover,5,0.000823090,0.000822783
hover,5,0.000816915,0.000823021
hover,5,0.000747465,0.000822544
hover,5,0.000960825,0.000816584
hover,5,0.000736128,0.000828266
hover,5,0.000650701,0.000820875
hover,5,0.001004253,0.000807047
hover,5,0.000692424,0.000822783
hover,5,0.000947786,0.000815868
hover,5,0.000785028,0.000836134
hover,5,0.000785779,0.000847101
hover,5,0.000796673,0.000858784
hover,5,0.000749877,0.000870705
hover,5,0.000766738,0.000877619
hover,5,0.000811005,0.000885725
hover,5,0.000553770,0.000896692
hover,5,0.000722643,0.001003981
hover,5,0.000002586,0.000760078
hover,5,-0.000381804,-0.000113964
hover,5,-0.000211807,0.000411749
hover,5,-0.000633922,0.000073671
hover,5,0.000397173,-0.000207663
hover,5,-0.000678084,0.000350952
hover,5,0.000243762,-0.000229120
hover,5,-0.000496173,-0.000040293
hover,5,0.000930046,-0.000150442
hover,5,-0.000627989,0.000031948
hover,5,0.000274364,0.000013828
hover,5,0.000282479,0.000095844
hover,5,-0.000616368,-0.000115871
hover,5,0.000534230,-0.000132322
hover,5,-0.000643211,0.000065804
hover,5,0.000045204,-0.000078440
hover,5,0.000671916,0.000071287
hover,5,-0.000481963,0.000041246
hover,5,-0.000190235,0.000060081
hover,5,0.000582840,-0.000263929
hover,5,-0.000617813,0.000458002
hover,5,-0.000029196,-0.000695467
hover,5,0.000001042,0.000462770
hover,5,-0.000502376,-0.000629663
hover,5,0.000436772,0.000418186
hover,5,0.000168279,-0.000557184
hover,5,0.000114442,0.000425100
hover,5,-0.000085323,-0.000541687
hover,5,0.000465630,0.000440598
hover,5,-0.000135079,-0.000516891
hover,5,-0.000234800,0.000458479
hover,5,-0.000316589,-0.000540972
hover,5,0.000445786,0.000414848
hover,5,-0.000515042,-0.000502825
hover,5,-0.000709591,0.000405550
hover,5,0.000994654,-0.000544786
hover,5,-0.000047876,0.000418186
hover,5,0.000126076,-0.000484467
hover,5,-0.000111287,0.000429392
hover,5,-0.000089218,-0.000489950
hover,5,0.000168915,0.000404596
hover,5,0.000470920,-0.000466585
hover,5,-0.000798956,0.000412226
hover,5,0.000028689,-0.000452280
hover,5,-0.000002779,0.000353575
hover,5,0.000811002,-0.000427246
hover,5,-0.000911218,0.000458241
hover,5,-0.000069394,-0.000103951
hover,5,0.000126947,0.000287771
hover,5,-0.000073717,-0.000146151
hover,5,-0.000174581,0.000497818
hover,5,0.000276923,-0.000244856
hover,5,-0.000298800,0.000633478
hover,5,0.000163999,-0.000128031
hover,5,0.000092285,0.000565290
hover,5,0.000148381,0.000156164
hover,5,0.000067850,-0.000114918
hover,5,-0.000203706,0.000097513
hover,5,0.000214902,-0.000038147
hover,5,-0.000130802,-0.000010490
hover,5,0.000088933,0.000405788
hover,5,0.000035017,-0.000127792
hover,5,0.000099848,0.000407457
hover,5,0.000024258,-0.000083923
hover,5,-0.000007644,0.000182152
hover,5,-0.000035765,0.000017643
hover,5,0.000044527,-0.000030518
hover,5,0.000095165,-0.000013113
hover,5,-0.000001151,0.000117540
hover,5,-0.000145641,0.000330925
hover,5,0.000137441,-0.000082493
hover,5,-0.000076823,0.000260115
hover,5,0.000050508,-0.000108004
hover,5,-0.000073428,0.000512838
hover,5,0.000090837,-0.000417948
hover,5,-0.000090574,0.000476837
hover,5,-0.000000760,-0.000277281
hover,5,-0.000064640,0.000762939
hover,5,0.000062964,-0.000429630
hover,5,-0.000015891,0.000058174
hover,5,-0.000033187,0.000432014
hover,5,0.000019275,-0.000505209
hover,5,-0.000039982,0.000618458
hover,5,0.000053123,-0.000517130
hover,5,0.000000181,0.000154495
hover,5,-0.000038836,-0.000077724
hover,5,-0.000024978,-0.000005722
hover,5,-0.000077779,0.000080585
hover,5,0.000043744,-0.000043869
hover,5,-0.000047463,-0.000158548
hover,5,0.000019857,0.000090122
hover,5,0.000020198,-0.000347614
hover,5,-0.000024853,0.000523806
hover,5,0.000018059,-0.000248432
hover,5,-0.000041799,0.000089407
hover,5,-0.000025672,0.000152111
hover,5,-0.000011894,-0.000274658
hover,5,0.000007948,0.000299454
hover,5,0.000006883,-0.000441074
hover,5,-0.000030003,0.000011206
hover,5,-0.000033430,0.000443935
hover,5,0.000080963,-0.000680208
hover,5,-0.000111842,0.000655174
hover,5,0.000088799,-0.000537872
hover,5,-0.000068005,0.000144482
hover,5,-0.000051777,-0.000014305
hover,5,0.000040200,-0.000213623
hover,5,-0.000109343,0.000196457
hover,5,0.000090243,-0.000457764
hover,5,-0.000066811,0.000039101
hover,5,0.000024306,-0.000089645
hover,5,-0.000099499,0.000058889
hover,5,0.000092453,-0.000231266
hover,5,-0.000083012,0.000081062
hover,5,0.000070608,-0.000226736
hover,5,-0.000085831,0.000077248
hover,5,0.000069514,-0.000194788
hover,5,-0.000088267,0.000081301
hover,5,0.000132200,-0.000185490
hover,5,-0.000147922,0.000087261
hover,5,0.000139279,-0.000189781
hover,5,-0.000152279,0.000088453
hover,5,0.000138891,-0.000190973
hover,5,-0.000149177,0.000097036
hover,5,0.000112673,-0.000189304
hover,5,-0.000127553,0.000025511
hover,5,0.000110395,-0.000092268
hover,5,-0.000024572,0.000018835
hover,5,-0.000007622,0.000106573
hover,5,0.000013183,-0.000119209
hover,5,-0.000099285,0.000507593
hover,5,0.000020921,-0.000653028
hover,5,0.000068011,0.000090122
hover,5,-0.000061906,-0.000117779
hover,5,0.000002018,0.000185013
hover,5,-0.000036300,-0.000282764
hover,5,-0.000036994,0.000459671
hover,5,0.000099907,-0.000238180
hover,5,-0.000036095,-0.000102997
hover,5,0.000001859,0.000082731
hover,5,0.000030773,0.000043631
hover,5,-0.000081933,-0.000128031
hover,5,0.000062733,-0.000233412
hover,5,-0.000093980,0.000699997
hover,5,0.000037843,-0.000598669
hover,5,-0.000049251,0.000629663
hover,5,0.000053859,-0.000763893
hover,5,-0.000006808,-0.000043631
hover,5,0.000009014,-0.000008821
hover,5,0.000008119,-0.000032663
hover,5,-0.000045150,0.000083208
hover,5,-0.000010865,0.000102043
hover,5,-0.000062063,0.000036240
hover,5,0.000087389,-0.000219822
hover,5,-0.000062151,-0.000009775
hover,5,-0.000000083,0.000648260
hover,5,0.000027136,-0.000344515
hover,5,-0.000007877,-0.000097990
hover,5,0.000010879,-0.000071526
hover,5,-0.000061213,-0.000218868
hover,5,0.000020747,0.000759363
hover,5,0.000072902,-0.000679970
hover,5,-0.000095468,0.000641584
hover,5,0.000030808,-0.000493765
hover,5,-0.000014951,0.000432730
hover,5,0.000036822,-0.000530481
hover,5,0.000005286,0.000247240
hover,5,-0.000062381,-0.000083208
hover,5,0.000068095,0.000116348
hover,5,-0.000047775,-0.000246286
hover,5,0.000035673,0.000232220
hover,5,0.000007040,-0.000295162
hover,5,-0.000031382,0.000134230
hover,5,-0.000016204,-0.000087976
hover,5,0.000008231,0.000056267
hover,5,-0.000019833,-0.000124931
hover,5,0.000031546,0.000037909
hover,5,-0.000051847,-0.000051975
hover,5,0.000037524,0.000075817
hover,5,-0.000088910,-0.000277519
hover,5,0.000117777,0.000706434
hover,5,-0.000238275,-0.000522614
hover,5,0.000581226,0.000129938
hover,5,-0.000587003,0.000317097
hover,5,0.000654143,-0.000649452
hover,5,-0.000539983,0.000747681
hover,5,-0.000064588,-0.000786304
hover,5,0.000143877,0.000730753
hover,5,-0.000212311,-0.000820875
hover,5,0.000092544,0.000134230
hover,5,-0.000045959,0.000103474
hover,5,0.000501636,-0.000186920
hover,5,-0.000434784,0.000302076
hover,5,0.000524940,-0.000544548
hover,5,-0.000093763,0.000006914
hover,6,0.000081040,0.000128925
hover,6,-0.000057450,0.000124872
hover,6,0.000205063,0.000110388
hover,6,0.000255793,0.000117838
hover,6,0.000291927,0.000128865
hover,6,0.000315630,0.000141740
hover,6,0.000439855,0.000155807
hover,6,0.000340418,0.000178456
hover,6,0.000360969,0.000191331
hover,6,0.000369597,0.000204921
hover,6,0.000318705,0.000218093
hover,6,0.000331939,0.000226140
hover,6,0.000339602,0.000234485
hover,6,0.000401092,0.000243068
hover,6,0.000207145,0.000255644
hover,6,0.000411463,0.000251591
hover,6,0.000404058,0.000264347
hover,6,0.000304086,0.000275552
hover,6,0.000360101,0.000277936
hover,6,0.000351744,0.000284433
hover,6,0.000338327,0.000289917
hover,6,0.000337781,0.000293732
hover,6,0.000348240,0.000297308
hover,6,0.000350320,0.000301301
hover,6,0.000347460,0.000305235
hover,6,0.000351625,0.000308633
hover,6,0.000356267,0.000311971
hover,6,0.000343124,0.000315547
hover,6,0.000207444,0.000317812
hover,6,0.000511163,0.000308931
hover,6,0.000258305,0.000325084
hover,6,0.000405299,0.000319839
hover,6,0.000482036,0.000326514
hover,6,0.000301010,0.000339091
hover,6,0.000456871,0.000335991
hover,6,0.000311646,0.000345707
hover,6,0.000245646,0.000342906
hover,6,0.000293183,0.000335157
hover,6,0.000439272,0.000331700
hover,6,0.000135960,0.000340343
hover,6,0.000423801,0.000324130
hover,6,0.000406429,0.000332057
hover,6,0.000458337,0.000337958
hover,6,0.000435680,0.000347555
hover,6,0.000248823,0.000354648
hover,6,0.000349526,0.000346303
hover,6,0.000346402,0.000346482
hover,6,0.000428675,0.000346422
hover,6,0.000195959,0.000352979
hover,6,0.000612571,0.000340521
hover,6,0.000358242,0.000362217
hover,6,0.000245575,0.000361741
hover,6,0.000373368,0.000352621
hover,6,0.000351680,0.000354290
hover,6,0.000295031,0.000354052
hover,6,0.000415940,0.000349224
hover,6,0.000323681,0.000354707
hover,6,0.000335173,0.000352144
hover,6,0.000344588,0.000350833
hover,6,0.000352801,0.000350296
hover,6,0.000358185,0.000350475
hover,6,0.000360884,0.000351131
hover,6,0.000362609,0.000352025
hover,6,0.000363591,0.000352800
hover,6,0.000365585,0.000353694
hover,6,0.000379554,0.000354528
hover,6,0.000305787,0.000356615
hover,6,0.000337447,0.000352502
hover,6,0.000347128,0.000351369
hover,6,0.000359824,0.000351012
hover,6,0.000374302,0.000351608
hover,6,0.000473365,0.000353456
hover,6,0.000368265,0.000363171
hover,6,0.000375720,0.000363469
hover,6,0.000356260,0.000364363
hover,6,0.000358755,0.000363708
hover,6,0.000356194,0.000363410
hover,6,0.000369558,0.000362813
hover,6,0.000342685,0.000363290
hover,6,0.000389585,0.000361562
hover,6,0.000407936,0.000364065
hover,6,0.000329009,0.000367403
hover,6,0.000460934,0.000364363
hover,6,0.000321095,0.000372052
hover,6,0.000288084,0.000368178
hover,6,0.000362136,0.000361562
hover,6,0.000366110,0.000361621
hover,6,0.000366439,0.000362039
hover,6,0.000358688,0.000362456
hover,6,0.000320314,0.000362217
hover,6,0.000451733,0.000358820
hover,6,0.000315313,0.000366271
hover,6,0.000223263,0.000362217
hover,6,0.000519665,0.000350952
hover,6,0.000241611,0.000364423
hover,6,0.000512621,0.000351787
hover,6,0.000339019,0.000364184
hover,6,0.000338908,0.000365496
hover,6,0.000342965,0.000365853
hover,6,0.000314307,0.000365555
hover,6,0.000276536,0.000363171
hover,6,0.000330509,0.000357568
hover,6,0.000151740,0.000356197
hover,6,0.000452879,0.000331223
hover,6,0.000403902,0.001665652
hover,6,0.000115017,0.003131568
hover,6,0.000788224,0.001780152
hover,6,0.000292684,0.001842022
hover,6,0.000505979,0.001338065
hover,6,0.000285086,0.000180662
hover,6,0.000785165,-0.000621855
hover,6,-0.000688691,0.000917375
hover,6,0.000454752,-0.000298560
hover,6,0.000020095,-0.000578821
hover,6,-0.000238408,0.001186073
hover,6,0.000322090,0.000413060
hover,6,0.000032889,-0.002074242
hover,6,0.000101534,0.000535071
hover,6,0.000070737,-0.001431227
hover,6,-0.000118457,-0.000380993
hover,6,-0.000107412,0.000909865
hover,6,0.000650088,0.000212908
hover,6,-0.000597364,-0.001272261
hover,6,0.000400802,0.000174701
hover,6,-0.000237068,0.000014067
hover,6,-0.000021484,0.000057220
hover,6,-0.000036481,-0.000165582
hover,6,-0.000197306,0.000103176
hover,6,0.000252310,-0.000267327
hover,6,0.000236856,0.000289679
hover,6,0.000132700,-0.000302374
hover,6,-0.000411160,0.000272810
hover,6,0.000045133,-0.000313044
hover,6,0.000029453,0.000325978
hover,6,-0.000115041,-0.000326514
hover,6,0.000145860,0.000322580
hover,6,0.000050187,-0.000374198
hover,6,-0.000046414,0.000371814
hover,6,-0.000448175,-0.000406623
hover,6,0.000492331,0.000365376
hover,6,0.000020616,-0.000436068
hover,6,-0.000136532,0.000447631
hover,6,0.000022437,-0.000448644
hover,6,-0.000027569,0.000445426
hover,6,-0.000107697,-0.000487447
hover,6,0.000201088,0.000475883
hover,6,-0.000212184,-0.000552118
hover,6,0.000288107,0.000552893
hover,6,-0.000300211,-0.000573218
hover,6,-0.006123291,0.000522912
hover,6,-0.000095679,-0.001039743
hover,6,0.000111573,0.000593662
hover,6,-0.000026218,-0.001283705
hover,6,0.000124499,0.000233948
hover,6,-0.000115475,-0.000759304
hover,6,0.000276632,-0.000286281
hover,6,-0.000284787,0.000072002
hover,6,0.000409523,-0.002320290
hover,6,-0.000041443,-0.000393629
hover,6,0.000284355,-0.001047492
hover,6,-0.000225464,-0.001209915
hover,6,0.000135706,0.000964403
hover,6,0.000008213,-0.001364470
hover,6,0.000092556,-0.000149548
hover,6,-0.000249116,-0.000087380
hover,6,0.000328657,-0.001818895
hover,6,-0.000305276,-0.000242293
hover,6,0.000397739,-0.001763582
hover,6,-0.000416544,-0.000254810
hover,6,0.000332041,-0.001168430
hover,6,-0.000218297,-0.000015497
hover,6,-0.000007311,0.000657618
hover,6,0.000261640,0.000122488
hover,6,-0.000473384,0.000334084
hover,6,0.000503005,-0.001665354
hover,6,-0.000389410,-0.001095295
hover,6,0.000446421,-0.001284659
hover,6,-0.000425469,-0.000316978
hover,6,0.000410925,-0.002138972
hover,6,-0.000387525,-0.000040770
hover,6,0.000168280,-0.001723349
hover,6,-0.000084511,0.000255048
hover,6,-0.000011185,-0.002023399
hover,6,0.000331516,-0.000213504
hover,6,-0.000436858,0.000029266
hover,6,0.000454391,-0.001999497
hover,6,-0.000304560,0.000405073
hover,6,0.000350602,-0.002066374
hover,6,-0.000073046,-0.000543416
hover,6,-0.000062560,-0.000363648
hover,6,-0.000205615,0.000056922
hover,6,0.000211302,0.000445604
hover,6,-0.000324185,0.000221133
hover,6,0.000369478,-0.000132442
hover,6,-0.000310259,0.000082254
hover,6,0.000360855,-0.001827896
hover,6,-0.000074139,0.000455737
hover,6,-0.000213256,-0.001720667
hover,6,0.000383659,-0.000034928
hover,6,-0.000553869,-0.000032306
hover,6,0.000604481,-0.000893533
hover,6,-0.000216994,0.000434279
hover,6,-0.000261283,-0.001071632
hover,6,0.000583319,-0.000449359
hover,6,-0.000427482,0.000722170
hover,6,0.000181319,-0.002510548
hover,6,-0.000026972,0.000868022
hover,6,0.000111390,-0.001982510
hover,6,-0.000365438,0.000018179
hover,6,0.000170456,-0.000044107
hover,6,-0.000203274,-0.000393808
hover,6,0.000102768,0.000444651
hover,6,-0.000005254,-0.000486970
hover,6,0.000043888,0.000006080
hover,6,-0.000186140,-0.000053048
hover,6,0.000124070,0.000471711
hover,6,-0.000101266,-0.000341058
hover,6,0.000118307,0.000303626
hover,6,-0.000107042,-0.000356734
hover,6,0.000093869,0.000258207
hover,6,-0.000110936,-0.000315845
hover,6,0.000094626,0.000312030
hover,6,-0.000079177,-0.000315070
hover,6,0.000068848,0.000319421
hover,6,-0.000083614,-0.000326991
hover,6,0.000071176,0.000307024
hover,6,-0.000085350,-0.000345170
hover,6,0.000074566,0.000310302
hover,6,-0.000151067,-0.000470757
hover,6,0.000122096,0.000401080
hover,6,-0.000139938,-0.000254214
hover,6,0.000237985,-0.000019372
hover,6,-0.000290749,0.000012517
hover,6,0.000440947,-0.000418723
hover,6,-0.000355496,0.000819385
hover,6,0.000042642,-0.002177238
hover,6,0.000079885,0.000306368
hover,6,-0.000135933,-0.000347912
hover,6,0.000044277,0.001006424
hover,6,0.000151378,-0.000393808
hover,6,-0.000488957,0.000647902
hover,6,0.000494258,-0.001100779
hover,6,-0.000256682,-0.000162423
hover,6,0.000285639,0.000600040
hover,6,-0.000193641,0.000317276
hover,6,-0.000081048,-0.000948012
hover,6,0.000437836,-0.000363529
hover,6,-0.000437433,0.001205385
hover,6,0.000358369,-0.002127707
hover,6,-0.000337803,0.001215518
hover,6,0.000084461,-0.001943767
hover,6,-0.000018982,0.000332952
hover,6,0.000031193,-0.000040710
hover,6,-0.000068790,0.000079095
hover,6,0.000122935,0.000082314
hover,6,-0.000378572,0.000527084
hover,6,0.000317764,0.000240028
hover,6,-0.000210269,-0.000160277
hover,6,0.000426128,0.000045240
hover,6,-0.000157744,0.001326919
hover,6,-0.000389612,-0.001158834
hover,6,0.000084888,-0.000758350
hover,6,0.000256358,-0.000357807
hover,6,0.000303414,-0.000601530
hover,6,-0.000147351,0.001373649
hover,6,0.000129257,-0.001862228
hover,6,-0.000429656,0.001178443
hover,6,0.000380706,-0.001653850
hover,6,-0.000299617,0.000950098
hover,6,0.000222197,-0.001872778
hover,6,-0.000263018,0.000649333
hover,6,0.000299539,-0.000283778
hover,6,-0.000289474,0.000379503
hover,6,0.000307259,-0.000325441
hover,6,-0.000293174,0.000576317
hover,6,0.000305158,-0.001126885
hover,6,-0.000292306,0.000392497
hover,6,0.000246198,-0.000434995
hover,6,-0.000297272,0.000292242
hover,6,0.000266595,0.000041366
hover,6,-0.000279911,0.000231445
hover,6,0.000287794,0.000065386
hover,6,-0.000259866,0.000337720
hover,6,-0.000026443,-0.001280427
hover,6,0.000303125,0.001567721
hover,6,0.000205865,-0.002221286
hover,6,0.000064984,0.000325203
hover,6,-0.000647738,0.000983715
hover,6,-0.000052305,-0.001255870
hover,6,0.000156752,0.001301527
hover,6,-0.000094894,-0.001704633
hover,6,0.000203808,0.001584649
hover,6,-0.000479904,-0.001811802
hover,6,-0.000166180,0.000504792
hover,6,0.000582494,0.000388622
hover,6,-0.000352424,0.000072122
hover,6,0.000326418,0.000755310
hover,6,-0.000092327,-0.000807464
hover,6,-0.000086030,-0.000017881
near,0,-0.000177642,-0.000167925
near,0,-0.000433352,-0.000403203
near,0,-0.000016613,-0.000011284
near,0,-0.000495913,-0.000480197
near,0,-0.000237717,-0.000232294
near,0,-0.000446417,-0.000443779
near,0,-0.000169614,-0.000172965
near,0,-0.000450130,-0.000446890
near,0,-0.000181740,-0.000184301
near,0,-0.000455134,-0.000452597
near,0,-0.000179454,-0.000182256
near,0,-0.000454798,-0.000450861
near,0,-0.000180833,-0.000184584
near,0,-0.000457785,-0.000453562
near,0,-0.000170323,-0.000174142
near,0,-0.000464389,-0.000459466
near,0,-0.000187277,-0.000190444
near,0,-0.000459483,-0.000454836
near,0,-0.000162050,-0.000168789
near,0,-0.000465187,-0.000458714
near,0,-0.000191102,-0.000193086
near,0,-0.000461843,-0.000457436
near,0,-0.000158979,-0.000167344
near,0,-0.000465488,-0.000457805
near,0,-0.000192891,-0.000195272
near,0,-0.000461145,-0.000456009
near,0,-0.000165803,-0.000174832
near,0,-0.000462483,-0.000453822
near,0,-0.000198221,-0.000203226
near,0,-0.000454266,-0.000448681
near,0,-0.000165437,-0.000175454
near,0,-0.000461057,-0.000451710
near,0,-0.000196779,-0.000201955
near,0,-0.000453022,-0.000448268
near,0,-0.000180042,-0.000187699
near,0,-0.000453333,-0.000446729
near,0,-0.000196485,-0.000201587
near,0,-0.000446124,-0.000442252
near,0,-0.000195358,-0.000200316
near,0,-0.000441333,-0.000439975
near,0,-0.000211250,-0.000209503
near,0,-0.000430819,-0.000431620
near,0,-0.000161397,-0.000163976
near,0,-0.000462060,-0.000457671
near,0,-0.000215701,-0.000215970
near,0,-0.000441210,-0.000441145
near,0,-0.000124686,-0.000119865
near,0,-0.000574378,-0.000571731
near,0,-0.000070902,-0.000064652
near,0,-0.000622240,-0.000616882
near,0,0.000008283,0.000005543
near,0,-0.000657344,-0.000644576
near,0,-0.000022798,-0.000036102
near,0,-0.000633361,-0.000617739
near,0,-0.000086103,-0.000109188
near,0,-0.000482734,-0.000464644
near,0,-0.000214989,-0.000235081
near,0,-0.000275633,-0.000267908
near,0,-0.000454891,-0.000462137
near,0,-0.000141762,-0.000141814
near,0,-0.000554528,-0.000541672
near,0,-0.000034027,-0.000051118
near,0,-0.000554852,-0.000536278
near,0,-0.000106306,-0.000120685
near,0,-0.000529355,-0.000515848
near,0,-0.000162025,-0.000172287
near,0,-0.000494253,-0.000482194
near,0,-0.000154743,-0.000166774
near,0,-0.000498098,-0.000486299
near,0,-0.000148011,-0.000160135
near,0,-0.000499349,-0.000489958
near,0,-0.000151822,-0.000160940
near,0,-0.000495157,-0.000488654
near,0,-0.000159061,-0.000165075
near,0,-0.000489896,-0.000485562
near,0,-0.000164060,-0.000167727
near,0,-0.000488138,-0.000484712
near,0,-0.000158323,-0.000161052
near,0,-0.000490797,-0.000487991
near,0,-0.000165753,-0.000166938
near,0,-0.000488954,-0.000486962
near,0,-0.000162126,-0.000162922
near,0,-0.000490901,-0.000488922
near,0,-0.000167300,-0.000167221
near,0,-0.000487982,-0.000486046
near,0,-0.000162323,-0.000163816
near,0,-0.000488347,-0.000486389
